"","reduction","NNT_diff"
"230",230,11053
"231",231,11104
"232",232,11104
"233",233,11154
"234",234,11154
"235",235,11203
"236",236,11252
"237",237,11252
"238",238,11299
"239",239,11299
"240",240,11346
"241",241,11346
"242",242,11393
"243",243,11393
"244",244,11438
"245",245,11438
"246",246,11483
"247",247,11483
"248",248,11527
"249",249,11527
"250",250,11571
"251",251,11613
"252",252,11613
"253",253,11656
"254",254,11656
"255",255,11697
"256",256,11697
"257",257,11738
"258",258,11738
"259",259,11779
"260",260,11779
"261",261,11818
"262",262,11818
"263",263,11858
"264",264,11858
"265",265,11896
"266",266,11934
"267",267,11934
"268",268,11972
"269",269,11972
"270",270,12009
"271",271,12009
"272",272,12046
"273",273,12046
"274",274,12082
"275",275,12082
"276",276,12117
"277",277,12117
"278",278,12152
"279",279,12152
"280",280,12187
"281",281,12187
"282",282,12221
"283",283,12255
"284",284,12255
"285",285,12288
"286",286,12288
"287",287,12321
"288",288,12321
"289",289,12353
"290",290,12353
"291",291,12385
"292",292,12385
"293",293,12417
"294",294,12417
"295",295,12448
"296",296,12448
"297",297,12479
"298",298,12509
"299",299,12509
"300",300,12539
"301",301,12539
"302",302,12569
"303",303,12569
"304",304,12598
"305",305,12598
"306",306,12627
"307",307,12627
"308",308,12655
"309",309,12655
"310",310,12684
"311",311,12684
"312",312,12711
"313",313,12739
"314",314,12739
"315",315,12766
"316",316,12766
"317",317,12793
"318",318,12793
"319",319,12820
"320",320,12820
"321",321,12846
"322",322,12846
"323",323,12872
"324",324,12872
"325",325,12898
"326",326,12898
"327",327,12923
"328",328,12923
"329",329,12948
"330",330,12973
"331",331,12973
"332",332,12997
"333",333,12997
"334",334,13021
"335",335,13021
"336",336,13045
"337",337,13045
"338",338,13069
"339",339,13069
"340",340,13093
"341",341,13093
"342",342,13116
"343",343,13116
"344",344,13139
"345",345,13161
"346",346,13161
"347",347,13184
"348",348,13184
"349",349,13206
"350",350,13206
"351",351,13228
"352",352,13228
"353",353,13250
"354",354,13250
"355",355,13271
"356",356,13271
"357",357,13292
"358",358,13292
"359",359,13313
"360",360,13334
"361",361,13334
"362",362,13355
"363",363,13355
"364",364,13375
"365",365,13375
"366",366,13395
"367",367,13395
"368",368,13415
"369",369,13415
"370",370,13435
"371",371,13435
"372",372,13455
"373",373,13455
"374",374,13474
"375",375,13474
"376",376,13493
"377",377,13512
"378",378,13512
"379",379,13531
"380",380,13531
"381",381,13550
"382",382,13550
"383",383,13568
"384",384,13568
"385",385,13586
"386",386,13586
"387",387,13604
"388",388,13604
"389",389,13622
"390",390,13622
"391",391,13640
"392",392,13657
"393",393,13657
"394",394,13675
"395",395,13675
"396",396,13692
"397",397,13692
"398",398,13709
"399",399,13709
"400",400,13726
"401",401,13726
"402",402,13743
"403",403,13743
"404",404,13759
"405",405,13759
"406",406,13776
"407",407,13792
"408",408,13792
"409",409,13808
"410",410,13808
"411",411,13824
"412",412,13824
"413",413,13840
"414",414,13840
"415",415,13856
"416",416,13856
"417",417,13871
"418",418,13871
"419",419,13887
"420",420,13887
"421",421,13902
"422",422,13917
"423",423,13917
"424",424,13932
"425",425,13932
"426",426,13947
"427",427,13947
"428",428,13962
"429",429,13962
"430",430,13976
"431",431,13976
"432",432,13991
"433",433,13991
"434",434,14005
"435",435,14005
"436",436,14020
"437",437,14020
"438",438,14034
"439",439,14048
"440",440,14048
"441",441,14062
"442",442,14062
"443",443,14075
"444",444,14075
"445",445,14089
"446",446,14089
"447",447,14102
"448",448,14102
"449",449,14116
"450",450,14116
"451",451,14129
"452",452,14129
"453",453,14142
"454",454,14155
"455",455,14155
"456",456,14168
"457",457,14168
"458",458,14181
"459",459,14181
"460",460,14194
"461",461,14194
"462",462,14207
"463",463,14207
"464",464,14219
"465",465,14219
"466",466,14232
"467",467,14232
"468",468,14244
"469",469,14256
"470",470,14256
"471",471,14269
"472",472,14269
"473",473,14281
"474",474,14281
"475",475,14293
"476",476,14293
"477",477,14304
"478",478,14304
"479",479,14316
"480",480,14316
"481",481,14328
"482",482,14328
"483",483,14340
"484",484,14340
"485",485,14351
"486",486,14363
"487",487,14363
"488",488,14374
"489",489,14374
"490",490,14385
"491",491,14385
"492",492,14396
"493",493,14396
"494",494,14407
"495",495,14407
"496",496,14418
"497",497,14418
"498",498,14429
"499",499,14429
"500",500,14440
"501",501,14451
"502",502,14451
"503",503,14461
"504",504,14461
"505",505,14472
"506",506,14472
"507",507,14483
"508",508,14483
"509",509,14493
"510",510,14493
"511",511,14503
"512",512,14503
"513",513,14514
"514",514,14514
"515",515,14524
"516",516,14534
"517",517,14534
"518",518,14544
"519",519,14544
"520",520,14554
"521",521,14554
"522",522,14564
"523",523,14564
"524",524,14574
"525",525,14574
"526",526,14584
"527",527,14584
"528",528,14593
"529",529,14593
"530",530,14603
"531",531,14603
"532",532,14612
"533",533,14622
"534",534,14622
"535",535,14631
"536",536,14631
"537",537,14641
"538",538,14641
"539",539,14650
"540",540,14650
"541",541,14659
"542",542,14659
"543",543,14668
"544",544,14668
"545",545,14678
"546",546,14678
"547",547,14687
"548",548,14696
"549",549,14696
"550",550,14704
"551",551,14704
"552",552,14713
"553",553,14713
"554",554,14722
"555",555,14722
"556",556,14731
"557",557,14731
"558",558,14740
"559",559,14740
"560",560,14748
"561",561,14748
"562",562,14757
"563",563,14765
"564",564,14765
"565",565,14774
"566",566,14774
"567",567,14782
"568",568,14782
"569",569,14790
"570",570,14790
"571",571,14799
"572",572,14799
"573",573,14807
"574",574,14807
"575",575,14815
"576",576,14815
"577",577,14823
"578",578,14823
"579",579,14831
"580",580,14839
"581",581,14839
"582",582,14847
"583",583,14847
"584",584,14855
"585",585,14855
"586",586,14863
"587",587,14863
"588",588,14871
"589",589,14871
"590",590,14879
"591",591,14879
"592",592,14886
"593",593,14886
"594",594,14894
"595",595,14902
"596",596,14902
"597",597,14909
"598",598,14909
"599",599,14917
"600",600,14917
"601",601,14924
"602",602,14924
"603",603,14932
"604",604,14932
"605",605,14939
"606",606,14939
"607",607,14946
"608",608,14946
"609",609,14954
"610",610,14961
"611",611,14961
"612",612,14968
"613",613,14968
"614",614,14975
"615",615,14975
"616",616,14982
"617",617,14982
"618",618,14990
"619",619,14990
"620",620,14997
"621",621,14997
"622",622,15004
"623",623,15004
"624",624,15010
"625",625,15010
"626",626,15017
"627",627,15024
"628",628,15024
"629",629,15031
"630",630,15031
"631",631,15038
"632",632,15038
"633",633,15045
"634",634,15045
"635",635,15051
"636",636,15051
"637",637,15058
"638",638,15058
"639",639,15065
"640",640,15065
"641",641,15071
"642",642,15078
"643",643,15078
"644",644,15084
"645",645,15084
"646",646,15091
"647",647,15091
"648",648,15097
"649",649,15097
"650",650,15104
"651",651,15104
"652",652,15110
"653",653,15110
"654",654,15116
"655",655,15116
"656",656,15122
"657",657,15129
"658",658,15129
"659",659,15135
"660",660,15135
"661",661,15141
"662",662,15141
"663",663,15147
"664",664,15147
"665",665,15153
"666",666,15153
"667",667,15159
"668",668,15159
"669",669,15165
"670",670,15165
"671",671,15171
"672",672,15177
"673",673,15177
"674",674,15183
"675",675,15183
"676",676,15189
"677",677,15189
"678",678,15195
"679",679,15195
"680",680,15201
"681",681,15201
"682",682,15207
"683",683,15207
"684",684,15213
"685",685,15213
"686",686,15218
"687",687,15218
"688",688,15224
"689",689,15230
"690",690,15230
"691",691,15235
"692",692,15235
"693",693,15241
"694",694,15241
"695",695,15247
"696",696,15247
"697",697,15252
"698",698,15252
"699",699,15258
"700",700,15258
"701",701,15263
"702",702,15263
"703",703,15269
"704",704,15274
"705",705,15274
"706",706,15280
"707",707,15280
"708",708,15285
"709",709,15285
"710",710,15290
"711",711,15290
"712",712,15296
"713",713,15296
"714",714,15301
"715",715,15301
"716",716,15306
"717",717,15306
"718",718,15311
"719",719,15317
"720",720,15317
"721",721,15322
"722",722,15322
"723",723,15327
"724",724,15327
"725",725,15332
"726",726,15332
"727",727,15337
"728",728,15337
"729",729,15342
"730",730,15342
"731",731,15347
"732",732,15347
"733",733,15352
"734",734,15352
"735",735,15357
"736",736,15362
"737",737,15362
"738",738,15367
"739",739,15367
"740",740,15372
"741",741,15372
"742",742,15377
"743",743,15377
"744",744,15382
"745",745,15382
"746",746,15387
"747",747,15387
"748",748,15392
"749",749,15392
"750",750,15397
"751",751,15401
"752",752,15401
"753",753,15406
"754",754,15406
"755",755,15411
"756",756,15411
"757",757,15416
"758",758,15416
"759",759,15420
"760",760,15420
"761",761,15425
"762",762,15425
"763",763,15430
"764",764,15430
"765",765,15434
"766",766,15439
"767",767,15439
"768",768,15443
"769",769,15443
"770",770,15448
"771",771,15448
"772",772,15452
"773",773,15452
"774",774,15457
"775",775,15457
"776",776,15461
"777",777,15461
"778",778,15466
"779",779,15466
"780",780,15470
"781",781,15470
"782",782,15475
"783",783,15479
"784",784,15479
"785",785,15483
"786",786,15483
"787",787,15488
"788",788,15488
"789",789,15492
"790",790,15492
"791",791,15497
"792",792,15497
"793",793,15501
"794",794,15501
"795",795,15505
"796",796,15505
"797",797,15509
"798",798,15514
"799",799,15514
"800",800,15518
"801",801,15518
"802",802,15522
"803",803,15522
"804",804,15526
"805",805,15526
"806",806,15530
"807",807,15530
"808",808,15534
"809",809,15534
"810",810,15539
"811",811,15539
"812",812,15543
"813",813,15547
"814",814,15547
"815",815,15551
"816",816,15551
"817",817,15555
"818",818,15555
"819",819,15559
"820",820,15559
"821",821,15563
"822",822,15563
"823",823,15567
"824",824,15567
"825",825,15571
"826",826,15571
"827",827,15575
"828",828,15575
"829",829,15579
"830",830,15583
"831",831,15583
"832",832,15587
"833",833,15587
"834",834,15590
"835",835,15590
"836",836,15594
"837",837,15594
"838",838,15598
"839",839,15598
"840",840,15602
"841",841,15602
"842",842,15606
"843",843,15606
"844",844,15610
"845",845,15613
"846",846,15613
"847",847,15617
"848",848,15617
"849",849,15621
"850",850,15621
"851",851,15625
"852",852,15625
"853",853,15628
"854",854,15628
"855",855,15632
"856",856,15632
"857",857,15636
"858",858,15636
"859",859,15639
"860",860,15643
"861",861,15643
"862",862,15647
"863",863,15647
"864",864,15650
"865",865,15650
"866",866,15654
"867",867,15654
"868",868,15657
"869",869,15657
"870",870,15661
"871",871,15661
"872",872,15665
"873",873,15665
"874",874,15668
"875",875,15668
"876",876,15672
"877",877,15675
"878",878,15675
"879",879,15679
"880",880,15679
"881",881,15682
"882",882,15682
"883",883,15686
"884",884,15686
"885",885,15689
"886",886,15689
"887",887,15692
"888",888,15692
"889",889,15696
"890",890,15696
"891",891,15699
"892",892,15703
"893",893,15703
"894",894,15706
"895",895,15706
"896",896,15709
"897",897,15709
"898",898,15713
"899",899,15713
"900",900,15716
"901",901,15716
"902",902,15719
"903",903,15719
"904",904,15723
"905",905,15723
"906",906,15726
"907",907,15729
"908",908,15729
"909",909,15732
"910",910,15732
"911",911,15736
"912",912,15736
"913",913,15739
"914",914,15739
"915",915,15742
"916",916,15742
"917",917,15745
"918",918,15745
"919",919,15749
"920",920,15749
"921",921,15752
"922",922,15752
"923",923,15755
"924",924,15758
"925",925,15758
"926",926,15761
"927",927,15761
"928",928,15764
"929",929,15764
"930",930,15768
"931",931,15768
"932",932,15771
"933",933,15771
"934",934,15774
"935",935,15774
"936",936,15777
"937",937,15777
"938",938,15780
"939",939,15783
"940",940,15783
"941",941,15786
"942",942,15786
"943",943,15789
"944",944,15789
"945",945,15792
"946",946,15792
"947",947,15795
"948",948,15795
"949",949,15798
"950",950,15798
"951",951,15801
"952",952,15801
"953",953,15804
"954",954,15807
"955",955,15807
"956",956,15810
"957",957,15810
"958",958,15813
"959",959,15813
"960",960,15816
"961",961,15816
"962",962,15819
"963",963,15819
"964",964,15822
"965",965,15822
"966",966,15825
"967",967,15825
"968",968,15827
"969",969,15830
"970",970,15830
"971",971,15833
"972",972,15833
"973",973,15836
"974",974,15836
"975",975,15839
"976",976,15839
"977",977,15842
"978",978,15842
"979",979,15844
"980",980,15844
"981",981,15847
"982",982,15847
"983",983,15850
"984",984,15850
"985",985,15853
"986",986,15856
"987",987,15856
"988",988,15858
"989",989,15858
"990",990,15861
"991",991,15861
"992",992,15864
"993",993,15864
"994",994,15867
"995",995,15867
"996",996,15869
"997",997,15869
"998",998,15872
"999",999,15872
"1000",1000,15875
