"","reduction","NNT_diff"
"636",636,1988
"637",637,1989
"638",638,1990
"639",639,1991
"640",640,1992
"641",641,1993
"642",642,1994
"643",643,1995
"644",644,1996
"645",645,1997
"646",646,1998
"647",647,1999
"648",648,2000
"649",649,2001
"650",650,2002
"651",651,2003
"652",652,2003
"653",653,2004
"654",654,2005
"655",655,2006
"656",656,2007
"657",657,2008
"658",658,2009
"659",659,2010
"660",660,2011
"661",661,2012
"662",662,2013
"663",663,2014
"664",664,2015
"665",665,2016
"666",666,2017
"667",667,2018
"668",668,2019
"669",669,2020
"670",670,2020
"671",671,2021
"672",672,2022
"673",673,2023
"674",674,2024
"675",675,2025
"676",676,2026
"677",677,2027
"678",678,2028
"679",679,2028
"680",680,2029
"681",681,2030
"682",682,2031
"683",683,2032
"684",684,2033
"685",685,2034
"686",686,2034
"687",687,2035
"688",688,2036
"689",689,2037
"690",690,2038
"691",691,2039
"692",692,2039
"693",693,2040
"694",694,2041
"695",695,2042
"696",696,2043
"697",697,2044
"698",698,2044
"699",699,2045
"700",700,2046
"701",701,2047
"702",702,2048
"703",703,2049
"704",704,2049
"705",705,2050
"706",706,2051
"707",707,2052
"708",708,2052
"709",709,2053
"710",710,2054
"711",711,2055
"712",712,2056
"713",713,2057
"714",714,2058
"715",715,2058
"716",716,2059
"717",717,2060
"718",718,2060
"719",719,2061
"720",720,2062
"721",721,2063
"722",722,2064
"723",723,2065
"724",724,2065
"725",725,2066
"726",726,2067
"727",727,2067
"728",728,2068
"729",729,2069
"730",730,2070
"731",731,2071
"732",732,2071
"733",733,2072
"734",734,2073
"735",735,2073
"736",736,2074
"737",737,2075
"738",738,2076
"739",739,2077
"740",740,2077
"741",741,2078
"742",742,2079
"743",743,2080
"744",744,2080
"745",745,2081
"746",746,2082
"747",747,2082
"748",748,2083
"749",749,2084
"750",750,2085
"751",751,2085
"752",752,2086
"753",753,2086
"754",754,2087
"755",755,2088
"756",756,2089
"757",757,2089
"758",758,2090
"759",759,2091
"760",760,2092
"761",761,2092
"762",762,2093
"763",763,2094
"764",764,2094
"765",765,2095
"766",766,2096
"767",767,2096
"768",768,2097
"769",769,2098
"770",770,2099
"771",771,2099
"772",772,2100
"773",773,2100
"774",774,2101
"775",775,2102
"776",776,2103
"777",777,2103
"778",778,2104
"779",779,2105
"780",780,2105
"781",781,2106
"782",782,2106
"783",783,2107
"784",784,2108
"785",785,2109
"786",786,2109
"787",787,2110
"788",788,2111
"789",789,2111
"790",790,2112
"791",791,2112
"792",792,2113
"793",793,2114
"794",794,2114
"795",795,2115
"796",796,2116
"797",797,2116
"798",798,2117
"799",799,2117
"800",800,2118
"801",801,2119
"802",802,2119
"803",803,2120
"804",804,2121
"805",805,2121
"806",806,2122
"807",807,2123
"808",808,2123
"809",809,2124
"810",810,2124
"811",811,2125
"812",812,2126
"813",813,2126
"814",814,2127
"815",815,2128
"816",816,2128
"817",817,2129
"818",818,2129
"819",819,2130
"820",820,2130
"821",821,2131
"822",822,2132
"823",823,2132
"824",824,2133
"825",825,2134
"826",826,2134
"827",827,2134
"828",828,2135
"829",829,2136
"830",830,2136
"831",831,2137
"832",832,2138
"833",833,2138
"834",834,2139
"835",835,2139
"836",836,2140
"837",837,2140
"838",838,2141
"839",839,2142
"840",840,2142
"841",841,2143
"842",842,2143
"843",843,2144
"844",844,2145
"845",845,2145
"846",846,2145
"847",847,2146
"848",848,2147
"849",849,2147
"850",850,2148
"851",851,2148
"852",852,2149
"853",853,2150
"854",854,2150
"855",855,2150
"856",856,2151
"857",857,2152
"858",858,2152
"859",859,2153
"860",860,2153
"861",861,2154
"862",862,2155
"863",863,2155
"864",864,2155
"865",865,2156
"866",866,2157
"867",867,2157
"868",868,2158
"869",869,2158
"870",870,2159
"871",871,2159
"872",872,2160
"873",873,2160
"874",874,2161
"875",875,2161
"876",876,2162
"877",877,2162
"878",878,2163
"879",879,2164
"880",880,2164
"881",881,2165
"882",882,2165
"883",883,2165
"884",884,2166
"885",885,2167
"886",886,2167
"887",887,2168
"888",888,2168
"889",889,2169
"890",890,2169
"891",891,2170
"892",892,2170
"893",893,2171
"894",894,2171
"895",895,2172
"896",896,2172
"897",897,2173
"898",898,2173
"899",899,2174
"900",900,2174
"901",901,2175
"902",902,2175
"903",903,2176
"904",904,2176
"905",905,2177
"906",906,2177
"907",907,2178
"908",908,2178
"909",909,2179
"910",910,2179
"911",911,2180
"912",912,2180
"913",913,2181
"914",914,2181
"915",915,2182
"916",916,2182
"917",917,2183
"918",918,2183
"919",919,2183
"920",920,2184
"921",921,2184
"922",922,2185
"923",923,2185
"924",924,2186
"925",925,2186
"926",926,2187
"927",927,2187
"928",928,2188
"929",929,2188
"930",930,2189
"931",931,2189
"932",932,2190
"933",933,2190
"934",934,2191
"935",935,2191
"936",936,2192
"937",937,2192
"938",938,2192
"939",939,2193
"940",940,2193
"941",941,2194
"942",942,2194
"943",943,2195
"944",944,2195
"945",945,2196
"946",946,2196
"947",947,2196
"948",948,2197
"949",949,2197
"950",950,2198
"951",951,2198
"952",952,2199
"953",953,2199
"954",954,2200
"955",955,2200
"956",956,2200
"957",957,2201
"958",958,2201
"959",959,2202
"960",960,2202
"961",961,2203
"962",962,2203
"963",963,2204
"964",964,2204
"965",965,2204
"966",966,2205
"967",967,2205
"968",968,2206
"969",969,2206
"970",970,2207
"971",971,2207
"972",972,2207
"973",973,2208
"974",974,2208
"975",975,2209
"976",976,2209
"977",977,2209
"978",978,2210
"979",979,2210
"980",980,2211
"981",981,2211
"982",982,2212
"983",983,2212
"984",984,2212
"985",985,2213
"986",986,2213
"987",987,2214
"988",988,2214
"989",989,2215
"990",990,2215
"991",991,2215
"992",992,2216
"993",993,2216
"994",994,2217
"995",995,2217
"996",996,2217
"997",997,2218
"998",998,2218
"999",999,2219
"1000",1000,2219
